Location,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
108,0,0,0,0,0,0,0,0,640,0,970,0,1101,31,185,35,105,1425,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3046,0,8,0,0,463,5970,84,0,0,0,0,0,0,823,2150,0,0,0,0,0,122,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,3643,0,0,0,31010,0,2,0,0,158,0,0,0,0,0,0,0,0,0,2611,635,0,0,0,0,5863,0,0,0,0,0,1743,0,0,2159,0,48,0,0,0,391,0,0,0,0,0,0,61,0,0,0,0,498,0,896,0,0,0,315,0,0,95,0,31,0,0,0,0,0,0,0,0,0,265,18,0,0,0,0,0,70,0,0,0,0,14,0,0,540000,0,0,0,0,4153,423050,0,0,0,0,0,3194,0,35,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,19,134,0,0,0,0,41,0,57511,0,0,0,0,44737,0,0,10242,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,1530,0,0,22200,0,6097,0,239,43,97928,194,16,102,0,0,97,0,9,0,0,0,0,5056,0,0,0,0,8990,0,12,387,0,122,19050,843,0,0,0,0,0,0,655,14192,0,0,0,0,0,133,68959,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,11457,0,37,0,0,0,0,304,0,0,0,12,0,0,0,3418,0,0,129,0,0,242,14646,0,0,0,104723,523,0,0,853,0,117055,0,0,0,0,0,0,0,0,0,0,1517,0,0,0,5532,1139,0,0,0,0,0,546,0,0,9,0,21,0,7510,0,0,0,0,0,0,0,46,23,0,40004,0,0,0,924,0,0,0,0,589,0,0,1513,0,0,0,0,5334,4236,710,0,0,0,0,0,0,307492,0,0,146,0,1184,0,0,0,0,0,0,0,0,0,0,0,1587115,0,1,428,0,0,0,0,28,4950,51736,0,0,0,0,3806,0,0,18253,0,0,0,5293,0,0,0,2221,0,0
110,0,0,0,0,0,67,0,0,0,0,27,0,3,1,11,0,8,0,0,0,22,0,0,0,0,5623,0,0,0,0,0,0,74,0,0,0,0,0,422,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,37,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,266,1,0,0,0,0,0,92,0,0,0,0,1,0,57,0,0,0,0,0,0,0,0,1,0,13165,0,0,0,77,0,0,0,0,0,0,0,2,0,0,0,0,2,57,48,0,0,0,0,0,0,6,0,0,25,0,0,0,0,0,2163372,0,0,0,0,5168,0,0,0,0,0,296,0,0,0,0,3,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,4551
111,0,0,0,0,0,31,0,0,25,0,111,0,6,1,37,4,1,0,0,0,291,0,1,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,224,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,6,0,0,0,0,254,0,0,0,0,0,0,0,171,0,0,0,0,0,45,0,0,0,0,0,4,0,0,107,0,293,0,0,0,194,0,0,0,0,0,0,139,0,0,0,540,1,0,0,0,0,0,7,0,0,0,0,0,0,383,0,0,0,0,0,0,0,24,0,0,225153,0,0,0,50,0,0,0,0,1,0,0,15,0,0,0,0,41,4332,232,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1345,0,0,0,0,0,0,0,0,0,0
112,0,47,13940,0,0,56,0,0,0,0,170,0,45,3,937,38,0,27,0,0,520,0,0,0,0,0,0,414,0,0,0,0,1575,0,0,0,0,6,9764,8,0,0,0,0,0,0,50,449,0,0,0,0,0,6,481548,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,32,349,0,0,1,0,0,0,494,0,0,0,0,0,0,22924,0,0,0,31230,35,0,0,1327,0,551,0,0,0,2964,0,0,0,0,0,0,517,0,0,0,4069,113,0,9403,0,0,0,46,0,0,0,0,2,0,16026,0,0,0,0,0,0,0,19,60,0,10072,0,0,0,426,0,0,0,0,0,0,0,681,0,0,0,0,289,1259,261,0,0,0,0,0,0,8202,0,0,23,0,227,0,0,0,0,0,0,0,0,0,0,0,31749,0,0,289,0,0,0,0,3,1766881,42321,0,0,0,0,2970,0,0,4099,0,0,0,329,0,0,0,241,0,0
113,0,0,0,0,0,0,0,0,0,0,135,0,39,30,29,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,2,0,0,59,256,24,0,0,0,0,0,0,61,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,7,0,0,25,0,22,0,0,0,13,0,0,0,0,0,0,38,0,0,0,339,174,0,0,0,0,0,31,0,0,0,0,6,0,202,0,0,0,0,0,0,0,27,2,0,0,0,0,0,8,0,0,0,0,7,0,0,93,0,0,0,0,222,192,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,107,0,0,1661,0,0,0,0,0,0,0,0,0,0
114,0,793,0,0,0,249,0,0,250,0,975,0,1063,47,206,0,29,2600,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1886,0,6,0,0,497,6646,214,0,0,0,0,0,0,1494,2294,0,0,0,0,0,287,0,0,0,0,0,0,0,0,33000,0,0,0,0,0,3029,0,0,0,34537,0,3,0,0,152,0,6,0,0,0,0,0,0,0,3442,932,0,0,0,0,7355,0,0,0,0,0,3837,0,0,1052,0,132,463,0,1958709,358,0,0,0,0,0,0,89,0,0,0,909,551,0,3206,0,0,0,324,0,0,57,0,71,0,1926,0,0,0,0,0,0,0,306,30,0,0,0,0,0,87,0,0,0,0,13,0,0,1930000,0,0,0,0,10156,680461,0,0,0,0,0,7812,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,161,136,0,0,0,0,17,0,92378,6,0,0,0,56991,0,0,11358,0,0,0,949,0,0,0,0,0,0
115,0,243,134,0,0,6,27,0,0,0,1109,0,154,183,326,0,177,19,0,0,182,0,14,0,0,0,0,5159,0,0,486,0,4081,0,14,0,0,359,2451,129,0,0,0,0,0,0,647,4355,0,0,0,9,391,136,7166,0,0,0,0,0,0,0,2000,0,0,168,0,0,72,0,0,0,25135,0,17,0,0,107,0,42,8,0,0,19,0,0,0,1053,0,0,0,0,0,644,97500,210,0,0,319,112,0,0,347,0,115,0,0,2231,227,0,0,0,0,0,0,210,0,0,0,638,464,0,2912,0,0,0,819,0,0,3,0,83,0,2786,0,0,0,0,0,0,0,523,43,0,2325,0,0,0,48,0,0,0,0,20,0,494,4515,0,0,0,376,1372,3009,114,0,0,0,0,1269,0,1036,0,0,295,0,1206,0,0,0,0,133264,0,0,0,0,0,0,0,0,2,156,0,0,0,0,13,6823,7410,0,0,0,0,811,0,62149,18712,78,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,4,0,0,0,0,3478,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,22966336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256200,0,0,211,0,0,0,0,0,46,0,0,0,0,0,0,0,0,4462,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,28,0,0,0,0,0,0,0,21,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3573,0,0,0,0,0,0,0,0,0,0
117,0,341801,0,0,0,16,0,0,0,0,1476,0,254,8,124,0,0,8,0,0,0,0,0,0,0,0,0,323400,0,0,0,0,945,0,1,0,0,23,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,1254,0,0,0,0,0,0,0,0,56,0,676,0,0,546,112,0,0,0,0,0,0,0,0,0,0,47,67,0,0,0,0,0,36,0,0,8,0,35,0,519,0,0,0,0,0,0,0,93,0,0,272,0,0,0,39,0,0,0,0,1,0,0,5112,0,0,0,0,13365,3866,0,0,0,0,0,291,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,108255,0,0,0,0,3640,0,16703,3804,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,31,0,0,0,0,144,0,2,2,25,3,0,0,0,0,332,0,0,0,0,100,0,0,0,0,0,0,674,0,2,0,0,0,4485,5,210,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,686,0,0,0,0,0,54,0,0,0,0,0,2,0,0,70,0,244,0,0,0,1818,0,0,0,0,0,0,240,0,0,0,11604,4,0,0,0,0,0,10905,0,0,0,0,1,0,350,0,0,0,0,0,0,0,19,2,0,0,0,0,0,92,0,0,0,0,2,0,0,94,0,0,0,5475,53,144,211,0,0,0,0,0,0,5,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,2,0,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,129,0,0,0,0,217,0,6,3,32,0,11,0,0,0,12,0,0,0,0,4887,0,0,0,0,0,0,229,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,447,0,0,14,0,1926,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,78,0,0,0,0,0,0,0,0,26,0,50,0,0,0,86,404,0,0,0,0,0,9,0,0,0,952,7,0,0,0,0,0,245,0,0,0,0,2,0,66,96562,0,0,0,0,0,0,49,3,0,0,0,0,0,267,0,0,0,0,0,0,0,20,0,0,0,0,0,60,346,0,0,0,0,0,0,30,0,0,27,0,0,0,0,0,163328,0,0,0,0,2846,0,0,0,0,0,21459,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1304,0,0,0,0,0,0,0,0,0,63597
120,0,224,0,0,0,598,0,0,30,0,171019,0,802,100,19637,6408,115,6,0,0,9,0,221,0,0,320,0,0,0,0,80738,0,12892,0,25,0,0,753,1040494,196,0,0,0,0,0,0,292,0,0,0,0,0,0,187,26727,0,0,35,0,0,0,566,0,0,0,70,0,0,81,0,0,0,0,0,0,0,0,0,0,24,0,0,0,63,372300,0,0,115794,1009722,0,0,0,0,2293,14914,0,105663,0,7207,1211,0,0,83754,0,4067,0,15625,428,2875,0,0,0,0,0,0,428680,0,0,0,0,3137,0,0,0,0,0,1509,0,0,9,0,881,0,2417,0,8268,0,5173,0,0,0,19608,38,0,36750,0,0,0,5758,0,0,0,4772,23,869,69676,4902,0,0,0,0,1702,13249,107,0,0,0,0,338,0,141778,0,0,207,0,527416,0,0,0,8535,0,5021,0,0,0,0,0,3909,155783,11,611,1805332,1232,0,0,346,0,25000,0,0,0,0,2166,0,75626,54262,0,0,0,0,174500,0,0,1295,0,1770
121,0,0,0,0,0,0,0,0,0,0,486,0,1,1,28,1321,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,6,1373,3,0,0,0,0,0,0,53,0,0,0,0,0,0,8,279,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54956,0,0,0,0,0,19,0,0,0,0,0,0,0,0,208,0,22,0,0,0,4,0,0,0,0,0,0,133,0,0,0,13396,0,0,0,0,0,0,51,0,0,0,0,58,0,85,0,0,0,491,0,0,0,86,0,0,0,0,0,0,224,0,0,0,0,1,0,0,6,0,0,0,0,68,152,0,0,0,0,0,0,0,188,0,0,96,0,0,0,0,0,0,0,31458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0
122,0,0,18100,0,0,514,0,0,0,0,19,0,9,1,157,5,1,0,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,733,0,0,276,0,0,14293,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,653,0,0,0,0,3564,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,870,1987,0,0,0,0,0,0,232,0,0,0,0,0,45,0,0,0,0,0,6,0,0,60,0,109,0,0,0,224,0,0,0,0,0,0,4678,0,0,0,207,36,0,0,0,0,0,40,0,0,0,0,0,0,9343,0,0,0,0,0,0,0,0,2,0,77639,0,0,0,5,0,0,0,0,0,0,0,98,0,0,0,0,34,173,360,0,0,0,0,0,0,319,11746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3273,0,0,0,0,0,0,0,0,0,0
123,0,2877,0,0,0,83,0,0,0,0,2730,0,37,54,238,2,58,5,0,0,0,0,0,0,0,0,0,10757,0,0,0,0,1958,0,7,0,0,113,1725,51,0,0,0,0,0,0,136,3421,0,0,0,0,0,39,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,11702,0,15,0,0,73,0,0,0,0,0,11,0,0,0,665,0,0,0,0,0,1448,77509,0,0,0,244,43,0,0,164,0,124,0,0,1683,141,0,0,0,0,0,0,99,0,0,0,531,181,0,0,0,0,0,182,0,0,25,0,2,0,620,0,0,0,0,0,0,0,373,7,0,0,0,0,0,48,0,0,0,0,3,0,0,904,0,0,0,0,902,22148,0,0,0,0,0,177,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,24,5127,2564,0,0,0,0,418,0,84595,5063,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,0,0,0,0,0,0,0,0,0,0,49,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,2,296,0,0,0,54,0,0,31,0,0,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,6180,4639,0,0,0,0,0,0,0,0,0,0,0,22739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,8175,0,0,0,0,0,0,0,0,0,0
126,0,0,4043,0,0,570,0,0,0,0,287,0,6,2,118,150,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,168,850,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,312,4,0,0,13,0,269,0,0,0,196,0,0,0,0,0,0,45,0,0,0,321,373,0,0,0,0,0,15,0,0,2,0,0,0,29076,0,0,0,0,0,0,0,27,1,0,2012,0,0,0,6,0,0,0,0,2,0,0,20,0,0,0,0,38,98,141,0,0,0,0,0,0,393,8916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,2,12049,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,86,0,0
127,0,0,0,0,0,83,0,0,0,0,6976,0,37,14,282,22,24,0,0,0,42,0,3,0,0,597,0,0,0,0,0,0,1846,0,6,0,0,0,14734,7,206,0,0,0,0,0,0,0,0,0,0,0,0,3,671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,19713,0,0,0,0,0,255,0,0,0,0,160,0,0,0,264,0,108,0,0,0,51,198,0,0,0,0,0,751,0,15000,0,10494,59,0,0,0,0,0,0,0,0,0,0,7,0,518,0,0,0,0,0,0,0,174,16,0,0,0,0,0,664,0,0,0,0,1,0,0,350,0,0,0,20800,445,480,214,0,0,0,0,0,0,828,0,0,4086,0,9451,0,0,0,16214,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,16,0,0,0,0,0,0,150,0,0,1776,0,0,0,0,0,0,0,0,0,875
128,0,131,282,0,0,298,0,0,1500,1407,7477,0,110,3590,797,89,512,9,0,5763,75,0,138,36316,0,0,77193,1919,0,0,3379,0,266295,0,440,0,0,37021,48920,59107,0,0,0,59545,0,0,84052,0,0,0,0,42,23632,13689,16299,28999,0,0,0,0,0,0,2000,385000,0,1200,0,0,54,0,0,0,8877,0,80,0,0,92905,0,10,5,0,619,23379,0,0,0,9272,0,0,0,0,0,22260,119798,3602,24194,0,4863,72,0,0,6252,0,374,0,0,1894,1796,0,0,0,0,0,0,5649,0,0,0,5441,525,0,0,0,0,0,114,0,0,1,0,69,0,6362,0,0,0,1180,0,0,0,3258,14436,0,49014,0,0,0,193,0,0,51533,0,1813,30589,1295,11957,0,0,0,0,2958,14269,112,0,0,0,0,278,0,266,0,0,57,0,9095,0,0,0,3925,160803,0,0,0,0,0,0,0,2223,3,716,0,0,0,0,1480,0,15576,20,0,0,0,1220,0,64694,13686000,14778,0,0,17405,0,0,0,0,0,418
129,0,0,0,0,0,0,0,0,0,0,304,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,1,0,0,589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,861,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,5,0,0,0,51,0,0,0,0,74,0,1705,3,107,0,0,148,0,0,0,0,0,0,0,0,0,59567,0,0,0,0,1067,0,0,0,0,28,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,0,0,0,0,0,3,0,0,60,0,0,0,0,0,0,0,0,0,286,1122,0,0,0,0,4411,0,0,0,0,0,7089,0,0,198,0,65,896,0,6548,1082,0,0,0,0,0,0,107,0,0,0,0,187,0,0,0,0,0,15,0,0,0,0,58,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,5,0,0,0,0,1,0,0,55000,0,0,0,0,1428559,1167266,2,0,0,0,0,505,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,184,39,0,0,0,0,1,0,144884,0,0,0,0,4418821,0,0,3799,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,431,0,1,173,7,2,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,5,0,0,18,144,14,0,0,0,0,0,0,33,0,0,0,0,0,0,5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,8,0,0,12,0,9,0,0,0,31,0,0,0,0,0,0,17,0,0,0,332,38,0,0,0,0,0,112,0,0,0,0,0,0,175,0,0,0,0,0,0,0,102,0,0,0,0,0,0,19,0,0,0,0,2,0,0,40,0,0,0,0,20,144,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6380,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,20,0,0,210,0,631,0,71,2,15,9,0,1,0,0,0,0,1,0,0,0,0,328,0,0,155,0,553,0,0,0,0,44,705270,9,0,0,0,0,0,0,56,0,0,0,0,0,0,7,325,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292,0,0,0,0,0,153,0,0,10378,0,0,8956,0,0,42577,0,191,0,0,550,5,0,0,0,0,0,0,3755,0,0,0,4388,15,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,99,0,0,0,97,1,0,0,0,0,0,65,0,0,0,0,6,0,0,7149,0,0,0,0,249,155101,0,0,0,0,0,0,0,16,0,0,0,0,7722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,3527,0,0,0,12,0,1,13,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0
134,0,68,14852,0,0,123,0,0,180,0,132,0,123,51,12375,320,4,3,0,0,869,0,0,0,0,0,0,582,0,0,0,0,10907,0,3,0,0,157,11756,87,0,0,0,0,0,0,0,0,0,0,0,0,0,47,39495,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,306,72,0,0,7,0,0,0,1207,0,0,0,0,0,2566,73857,0,0,0,4850,64,0,0,849,0,10474,0,0,0,5281,0,0,0,0,0,0,410,0,0,0,3254,381,0,0,0,0,0,323,0,0,0,0,10,0,0,0,0,0,34,0,0,0,25,20,0,120706,0,0,0,291,0,0,0,0,26,101,0,1532,0,0,0,0,2100,2955,56,0,0,0,0,12,0,66838,4612,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,9257,0,0,184,0,0,0,0,19,32430,38871,0,0,0,0,1592,0,0,16426,0,0,0,0,0,0,0,334,0,0
135,0,0,0,0,0,1400,0,0,0,0,287,0,7,7,13,17,0,0,0,0,115,0,0,0,0,3216,0,0,0,0,0,0,257,0,0,0,0,0,1473,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,408,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,0,0,81,0,0,0,0,0,0,0,0,89,0,22,0,0,0,54,140,0,0,0,0,0,254,0,0,139296,272,15,0,0,0,0,0,403,0,0,0,0,2,0,39,0,0,0,0,0,0,0,24,4,0,20836,0,0,0,563,0,0,0,0,6,0,0,91,0,0,0,0,4,109,110,0,0,0,0,0,0,63,0,0,72,0,0,0,0,0,1226989,0,0,0,0,209139,0,0,0,0,0,3706,0,0,0,0,2,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,118117
136,0,0,0,0,0,202,0,0,0,0,1390,0,15,2,962,3626,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2461,0,396,0,2,0,0,102,508995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12147,17487,0,0,0,0,0,0,0,5106,0,0,11,0,0,50636,0,211,0,1698,0,78,0,0,0,0,0,0,3475,0,0,0,43131,36,0,0,0,0,0,18,0,0,0,0,5,0,152,0,0,0,3634,0,0,0,29,89,0,174,0,0,0,811,0,0,0,0,0,0,5116,128,0,0,0,0,1191,6297,0,0,0,0,0,71,0,12231,0,0,0,0,85263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,71902,0,0,0,24,0,0,0,0,0,0,0,0,0,1174,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,1174,0,0,0,0,673,0,6,10,11,0,9,0,0,0,74,0,5,0,0,110852,0,0,0,0,0,0,441,0,4,0,0,0,801,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,288,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,62,0,0,0,0,0,0,0,0,151,0,22,0,0,0,20,0,0,0,0,0,0,34,0,0,0,3663,30,0,0,0,0,0,598,0,0,0,0,4,0,95,0,0,0,0,0,0,0,126,0,0,35076,0,0,0,7,0,0,0,0,2,0,0,48,0,0,0,0,11,219,72,0,0,0,0,0,0,12,0,0,77,0,0,0,0,0,221995,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,0,0,19860
